Class	Category	Original_ID	ENCODE_Target	Cell_Line	Experiment	Assay	Selected_File	Assembly	Output_Type	Biological_Replicates	Date_For_Choice	Date_Released	Date_Created	Download_URL	Experiment_Link	File_Link
both	TF	ZNF436	ZNF436	K562	ENCSR335SUD	TF ChIP-seq	ENCFF318ZUN	GRCh38	IDR thresholded peaks	1,2	2020-08-03	2020-08-03	2021-03-05T23:44:17.828927+00:00	https://www.encodeproject.org/files/ENCFF318ZUN/@@download/ENCFF318ZUN.bed.gz	https://www.encodeproject.org/experiments/ENCSR335SUD/	https://www.encodeproject.org/files/ENCFF318ZUN/
both	TF	ZNF444	ZNF444	K562	ENCSR164RIC	TF ChIP-seq	ENCFF295XCB	GRCh38	IDR thresholded peaks	1,2	2020-08-03	2020-08-03	2020-07-01T09:36:39.245868+00:00	https://www.encodeproject.org/files/ENCFF295XCB/@@download/ENCFF295XCB.bed.gz	https://www.encodeproject.org/experiments/ENCSR164RIC/	https://www.encodeproject.org/files/ENCFF295XCB/
both	TF	ZNF740	ZNF740	K562	ENCSR427XYP	TF ChIP-seq	ENCFF959SMC	GRCh38	IDR thresholded peaks	1,2	2022-08-15	2022-08-15	2022-07-23T01:16:28.492771+00:00	https://www.encodeproject.org/files/ENCFF959SMC/@@download/ENCFF959SMC.bed.gz	https://www.encodeproject.org/experiments/ENCSR427XYP/	https://www.encodeproject.org/files/ENCFF959SMC/
negative_only	RBP	MATR3	MATR3	HepG2	ENCSR290VLT	eCLIP	ENCFF587KKM	GRCh38	peaks	1,2	2018-04-24	2018-04-24	2018-12-03T15:25:11.081340+00:00	https://www.encodeproject.org/files/ENCFF587KKM/@@download/ENCFF587KKM.bed.gz	https://www.encodeproject.org/experiments/ENCSR290VLT/	https://www.encodeproject.org/files/ENCFF587KKM/
negative_only	RBP	SRSF7	SRSF7	HepG2	ENCSR513NDD	eCLIP	ENCFF317HGW	GRCh38	peaks	1,2	2015-11-09	2015-11-09	2018-12-03T15:13:22.563954+00:00	https://www.encodeproject.org/files/ENCFF317HGW/@@download/ENCFF317HGW.bed.gz	https://www.encodeproject.org/experiments/ENCSR513NDD/	https://www.encodeproject.org/files/ENCFF317HGW/
negative_only	RBP	CSDA	YBX3	HepG2	ENCSR735HOK	eCLIP	ENCFF185OEI	GRCh38	peaks	1,2	2018-08-30	2018-08-30	2018-12-03T15:25:59.863458+00:00	https://www.encodeproject.org/files/ENCFF185OEI/@@download/ENCFF185OEI.bed.gz	https://www.encodeproject.org/experiments/ENCSR735HOK/	https://www.encodeproject.org/files/ENCFF185OEI/
negative_only	RBP	MATR3	MATR3	K562	ENCSR440SUX	eCLIP	ENCFF246EPM	GRCh38	peaks	1,2	2018-08-30	2018-08-30	2018-12-03T15:25:42.575048+00:00	https://www.encodeproject.org/files/ENCFF246EPM/@@download/ENCFF246EPM.bed.gz	https://www.encodeproject.org/experiments/ENCSR440SUX/	https://www.encodeproject.org/files/ENCFF246EPM/
negative_only	RBP	SRSF7	SRSF7	K562	ENCSR468FSW	eCLIP	ENCFF780OCY	GRCh38	peaks	1,2	2016-04-26	2016-04-26	2018-12-03T15:17:31.561848+00:00	https://www.encodeproject.org/files/ENCFF780OCY/@@download/ENCFF780OCY.bed.gz	https://www.encodeproject.org/experiments/ENCSR468FSW/	https://www.encodeproject.org/files/ENCFF780OCY/
negative_only	RBP	CSDA	YBX3	K562	ENCSR529FKI	eCLIP	ENCFF746XLE	GRCh38	peaks	1,2	2016-04-26	2016-04-26	2018-12-03T15:21:38.069729+00:00	https://www.encodeproject.org/files/ENCFF746XLE/@@download/ENCFF746XLE.bed.gz	https://www.encodeproject.org/experiments/ENCSR529FKI/	https://www.encodeproject.org/files/ENCFF746XLE/
negative_only	TF	ATF2	ATF2	GM12878	ENCSR961PPA	TF ChIP-seq	ENCFF210HTZ	GRCh38	optimal IDR thresholded peaks	1,2	2016-10-26	2016-10-26	2016-11-02T23:05:42.781016+00:00	https://www.encodeproject.org/files/ENCFF210HTZ/@@download/ENCFF210HTZ.bed.gz	https://www.encodeproject.org/experiments/ENCSR961PPA/	https://www.encodeproject.org/files/ENCFF210HTZ/
negative_only	TF	ATF7	ATF7	GM12878	ENCSR014YCR	TF ChIP-seq	ENCFF277FJJ	GRCh38	IDR thresholded peaks	1,2	2016-07-08	2016-07-08	2020-11-29T17:35:38.407487+00:00	https://www.encodeproject.org/files/ENCFF277FJJ/@@download/ENCFF277FJJ.bed.gz	https://www.encodeproject.org/experiments/ENCSR014YCR/	https://www.encodeproject.org/files/ENCFF277FJJ/
negative_only	TF	CREB1	CREB1	GM12878	ENCSR000BUF	TF ChIP-seq	ENCFF053UZX	GRCh38	IDR thresholded peaks	1,2	2012-09-10	2012-09-10	2021-01-05T21:53:11.497231+00:00	https://www.encodeproject.org/files/ENCFF053UZX/@@download/ENCFF053UZX.bed.gz	https://www.encodeproject.org/experiments/ENCSR000BUF/	https://www.encodeproject.org/files/ENCFF053UZX/
negative_only	TF	CREM	CREM	GM12878	ENCSR839XZU	TF ChIP-seq	ENCFF091YID	GRCh38	optimal IDR thresholded peaks	1,2	2014-07-07	2014-07-07	2016-11-02T23:07:37.042710+00:00	https://www.encodeproject.org/files/ENCFF091YID/@@download/ENCFF091YID.bed.gz	https://www.encodeproject.org/experiments/ENCSR839XZU/	https://www.encodeproject.org/files/ENCFF091YID/
negative_only	TF	FOXK2	FOXK2	GM12878	ENCSR861JUQ	TF ChIP-seq	ENCFF990MTR	GRCh38	optimal IDR thresholded peaks	1,2	2017-01-27	2017-01-27	2017-01-25T08:38:38.835857+00:00	https://www.encodeproject.org/files/ENCFF990MTR/@@download/ENCFF990MTR.bed.gz	https://www.encodeproject.org/experiments/ENCSR861JUQ/	https://www.encodeproject.org/files/ENCFF990MTR/
negative_only	TF	MAZ	MAZ	GM12878	ENCSR903MVU	TF ChIP-seq	ENCFF618NGB	GRCh38	IDR thresholded peaks	1,2	2020-08-03	2020-08-03	2020-05-14T17:11:56.414790+00:00	https://www.encodeproject.org/files/ENCFF618NGB/@@download/ENCFF618NGB.bed.gz	https://www.encodeproject.org/experiments/ENCSR903MVU/	https://www.encodeproject.org/files/ENCFF618NGB/
negative_only	TF	NFIC	NFIC	GM12878	ENCSR000BRN	TF ChIP-seq	ENCFF480WDX	GRCh38	optimal IDR thresholded peaks	1,2	2012-02-29	2012-02-29	2016-12-16T19:27:49.487930+00:00	https://www.encodeproject.org/files/ENCFF480WDX/@@download/ENCFF480WDX.bed.gz	https://www.encodeproject.org/experiments/ENCSR000BRN/	https://www.encodeproject.org/files/ENCFF480WDX/
negative_only	TF	TBX21	TBX21	GM12878	ENCSR739IHN	TF ChIP-seq	ENCFF971VHK	GRCh38	optimal IDR thresholded peaks	1,2	2016-06-14	2016-06-14	2016-10-17T15:10:07.037569+00:00	https://www.encodeproject.org/files/ENCFF971VHK/@@download/ENCFF971VHK.bed.gz	https://www.encodeproject.org/experiments/ENCSR739IHN/	https://www.encodeproject.org/files/ENCFF971VHK/
negative_only	TF	ATF2	ATF2	HepG2	ENCSR908HWZ	TF ChIP-seq	ENCFF522LHU	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-07-06T11:58:38.956566+00:00	https://www.encodeproject.org/files/ENCFF522LHU/@@download/ENCFF522LHU.bed.gz	https://www.encodeproject.org/experiments/ENCSR908HWZ/	https://www.encodeproject.org/files/ENCFF522LHU/
negative_only	TF	ATF4	ATF4	HepG2	ENCSR803PAI	TF ChIP-seq	ENCFF885VKD	GRCh38	IDR thresholded peaks	1,2	2022-08-31	2022-08-31	2022-08-27T00:29:05.582799+00:00	https://www.encodeproject.org/files/ENCFF885VKD/@@download/ENCFF885VKD.bed.gz	https://www.encodeproject.org/experiments/ENCSR803PAI/	https://www.encodeproject.org/files/ENCFF885VKD/
negative_only	TF	ATF6	ATF6	HepG2	ENCSR769CWW	TF ChIP-seq	ENCFF660KDQ	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-07-01T00:45:07.854159+00:00	https://www.encodeproject.org/files/ENCFF660KDQ/@@download/ENCFF660KDQ.bed.gz	https://www.encodeproject.org/experiments/ENCSR769CWW/	https://www.encodeproject.org/files/ENCFF660KDQ/
negative_only	TF	ATF7	ATF7	HepG2	ENCSR516DDO	TF ChIP-seq	ENCFF894YFW	GRCh38	IDR thresholded peaks	1,2	2020-07-08	2020-07-08	2020-07-01T19:52:21.510993+00:00	https://www.encodeproject.org/files/ENCFF894YFW/@@download/ENCFF894YFW.bed.gz	https://www.encodeproject.org/experiments/ENCSR516DDO/	https://www.encodeproject.org/files/ENCFF894YFW/
negative_only	TF	BORCS8-MEF2B	BORCS8-MEF2B	HepG2	ENCSR238XDV	TF ChIP-seq	ENCFF610WQK	GRCh38	IDR thresholded peaks	1,2	2022-08-31	2022-08-31	2022-08-27T00:42:13.458294+00:00	https://www.encodeproject.org/files/ENCFF610WQK/@@download/ENCFF610WQK.bed.gz	https://www.encodeproject.org/experiments/ENCSR238XDV/	https://www.encodeproject.org/files/ENCFF610WQK/
negative_only	TF	CREB1	CREB1	HepG2	ENCSR331ORD	TF ChIP-seq	ENCFF571FVN	GRCh38	optimal IDR thresholded peaks	1,2	2016-06-14	2016-06-14	2016-10-28T18:42:43.547818+00:00	https://www.encodeproject.org/files/ENCFF571FVN/@@download/ENCFF571FVN.bed.gz	https://www.encodeproject.org/experiments/ENCSR331ORD/	https://www.encodeproject.org/files/ENCFF571FVN/
negative_only	TF	CREB3	CREB3	HepG2	ENCSR855XFL	TF ChIP-seq	ENCFF767ZRB	GRCh38	IDR thresholded peaks	1,2	2020-07-14	2020-07-14	2020-07-09T04:21:58.041312+00:00	https://www.encodeproject.org/files/ENCFF767ZRB/@@download/ENCFF767ZRB.bed.gz	https://www.encodeproject.org/experiments/ENCSR855XFL/	https://www.encodeproject.org/files/ENCFF767ZRB/
negative_only	TF	CREBL2	CREBL2	HepG2	ENCSR237OGW	TF ChIP-seq	ENCFF857BXY	GRCh38	IDR thresholded peaks	1,2	2023-01-06	2023-01-06	2022-12-19T19:34:00.887486+00:00	https://www.encodeproject.org/files/ENCFF857BXY/@@download/ENCFF857BXY.bed.gz	https://www.encodeproject.org/experiments/ENCSR237OGW/	https://www.encodeproject.org/files/ENCFF857BXY/
negative_only	TF	CREM	CREM	HepG2	ENCSR799FCZ	TF ChIP-seq	ENCFF023EDF	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-06-30T22:15:58.997451+00:00	https://www.encodeproject.org/files/ENCFF023EDF/@@download/ENCFF023EDF.bed.gz	https://www.encodeproject.org/experiments/ENCSR799FCZ/	https://www.encodeproject.org/files/ENCFF023EDF/
negative_only	TF	FOXA3	FOXA3	HepG2	ENCSR092OVN	TF ChIP-seq	ENCFF251TUO	GRCh38	optimal IDR thresholded peaks	1,2	2016-11-08	2016-11-08	2016-11-07T22:49:51.672664+00:00	https://www.encodeproject.org/files/ENCFF251TUO/@@download/ENCFF251TUO.bed.gz	https://www.encodeproject.org/experiments/ENCSR092OVN/	https://www.encodeproject.org/files/ENCFF251TUO/
negative_only	TF	FOXK1	FOXK1	HepG2	ENCSR603BJQ	TF ChIP-seq	ENCFF605GXY	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-06-30T22:53:35.560419+00:00	https://www.encodeproject.org/files/ENCFF605GXY/@@download/ENCFF605GXY.bed.gz	https://www.encodeproject.org/experiments/ENCSR603BJQ/	https://www.encodeproject.org/files/ENCFF605GXY/
negative_only	TF	FOXK2	FOXK2	HepG2	ENCSR171FUX	TF ChIP-seq	ENCFF315CHX	GRCh38	optimal IDR thresholded peaks	1,2	2016-04-22	2016-04-22	2016-10-27T22:54:50.918075+00:00	https://www.encodeproject.org/files/ENCFF315CHX/@@download/ENCFF315CHX.bed.gz	https://www.encodeproject.org/experiments/ENCSR171FUX/	https://www.encodeproject.org/files/ENCFF315CHX/
negative_only	TF	FOXP1	FOXP1	HepG2	ENCSR369YUK	TF ChIP-seq	ENCFF460UOW	GRCh38	optimal IDR thresholded peaks	1,2	2018-02-10	2018-02-10	2018-02-09T17:47:48.430842+00:00	https://www.encodeproject.org/files/ENCFF460UOW/@@download/ENCFF460UOW.bed.gz	https://www.encodeproject.org/experiments/ENCSR369YUK/	https://www.encodeproject.org/files/ENCFF460UOW/
negative_only	TF	HOMEZ	HOMEZ	HepG2	ENCSR117CHD	TF ChIP-seq	ENCFF478OVU	GRCh38	optimal IDR thresholded peaks	1,2	2016-11-08	2016-11-08	2016-11-07T22:49:14.594338+00:00	https://www.encodeproject.org/files/ENCFF478OVU/@@download/ENCFF478OVU.bed.gz	https://www.encodeproject.org/experiments/ENCSR117CHD/	https://www.encodeproject.org/files/ENCFF478OVU/
negative_only	TF	HOXA5	HOXA5	HepG2	ENCSR869JZW	TF ChIP-seq	ENCFF385DPO	GRCh38	IDR thresholded peaks	1,2	2020-07-08	2020-07-08	2020-07-04T09:43:22.238695+00:00	https://www.encodeproject.org/files/ENCFF385DPO/@@download/ENCFF385DPO.bed.gz	https://www.encodeproject.org/experiments/ENCSR869JZW/	https://www.encodeproject.org/files/ENCFF385DPO/
negative_only	TF	HOXA7	HOXA7	HepG2	ENCSR823QTA	TF ChIP-seq	ENCFF701NLW	GRCh38	IDR thresholded peaks	1,2	2022-09-30	2022-09-30	2022-09-03T20:57:03.230868+00:00	https://www.encodeproject.org/files/ENCFF701NLW/@@download/ENCFF701NLW.bed.gz	https://www.encodeproject.org/experiments/ENCSR823QTA/	https://www.encodeproject.org/files/ENCFF701NLW/
negative_only	TF	HOXD1	HOXD1	HepG2	ENCSR359TWG	TF ChIP-seq	ENCFF647VJL	GRCh38	IDR thresholded peaks	1,2	2020-07-14	2020-07-14	2020-07-09T08:59:11.340492+00:00	https://www.encodeproject.org/files/ENCFF647VJL/@@download/ENCFF647VJL.bed.gz	https://www.encodeproject.org/experiments/ENCSR359TWG/	https://www.encodeproject.org/files/ENCFF647VJL/
negative_only	TF	HSF2	HSF2	HepG2	ENCSR764ZBK	TF ChIP-seq	ENCFF062UNZ	GRCh38	IDR thresholded peaks	1,2	2020-07-14	2020-07-14	2020-07-09T04:59:54.450341+00:00	https://www.encodeproject.org/files/ENCFF062UNZ/@@download/ENCFF062UNZ.bed.gz	https://www.encodeproject.org/experiments/ENCSR764ZBK/	https://www.encodeproject.org/files/ENCFF062UNZ/
negative_only	TF	MAZ	MAZ	HepG2	ENCSR700PNE	TF ChIP-seq	ENCFF341OLL	GRCh38	IDR thresholded peaks	1,2	2020-07-01	2020-07-01	2020-07-01T00:37:28.401605+00:00	https://www.encodeproject.org/files/ENCFF341OLL/@@download/ENCFF341OLL.bed.gz	https://www.encodeproject.org/experiments/ENCSR700PNE/	https://www.encodeproject.org/files/ENCFF341OLL/
negative_only	TF	MEF2D	MEF2D	HepG2	ENCSR923MOO	TF ChIP-seq	ENCFF407WPM	GRCh38	IDR thresholded peaks	1,2	2020-08-28	2020-08-28	2020-08-22T00:46:46.520712+00:00	https://www.encodeproject.org/files/ENCFF407WPM/@@download/ENCFF407WPM.bed.gz	https://www.encodeproject.org/experiments/ENCSR923MOO/	https://www.encodeproject.org/files/ENCFF407WPM/
negative_only	TF	MEIS2	MEIS2	HepG2	ENCSR830LDY	TF ChIP-seq	ENCFF647OBG	GRCh38	IDR thresholded peaks	1,2	2021-08-13	2021-08-13	2021-08-02T22:32:10.429474+00:00	https://www.encodeproject.org/files/ENCFF647OBG/@@download/ENCFF647OBG.bed.gz	https://www.encodeproject.org/experiments/ENCSR830LDY/	https://www.encodeproject.org/files/ENCFF647OBG/
negative_only	TF	MGA	MGA	HepG2	ENCSR912NEF	TF ChIP-seq	ENCFF774KWE	GRCh38	IDR thresholded peaks	1,2	2022-09-30	2022-09-30	2022-09-05T18:34:53.042111+00:00	https://www.encodeproject.org/files/ENCFF774KWE/@@download/ENCFF774KWE.bed.gz	https://www.encodeproject.org/experiments/ENCSR912NEF/	https://www.encodeproject.org/files/ENCFF774KWE/
negative_only	TF	MNX1	MNX1	HepG2	ENCSR108MKR	TF ChIP-seq	ENCFF958FYM	GRCh38	IDR thresholded peaks	1,2	2020-06-30	2020-06-30	2020-06-29T23:28:27.316112+00:00	https://www.encodeproject.org/files/ENCFF958FYM/@@download/ENCFF958FYM.bed.gz	https://www.encodeproject.org/experiments/ENCSR108MKR/	https://www.encodeproject.org/files/ENCFF958FYM/
negative_only	TF	MTF1	MTF1	HepG2	ENCSR194NVP	TF ChIP-seq	ENCFF502QZR	GRCh38	IDR thresholded peaks	1,2	2020-07-14	2020-07-14	2020-07-09T09:46:02.495686+00:00	https://www.encodeproject.org/files/ENCFF502QZR/@@download/ENCFF502QZR.bed.gz	https://www.encodeproject.org/experiments/ENCSR194NVP/	https://www.encodeproject.org/files/ENCFF502QZR/
negative_only	TF	MYNN	MYNN	HepG2	ENCSR398TMP	TF ChIP-seq	ENCFF048GXO	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-07-06T15:38:09.225636+00:00	https://www.encodeproject.org/files/ENCFF048GXO/@@download/ENCFF048GXO.bed.gz	https://www.encodeproject.org/experiments/ENCSR398TMP/	https://www.encodeproject.org/files/ENCFF048GXO/
