Class	Category	Assay	Cell_line	Original_ID	Target	Experiment	Peak_accession	Peak_file	start_in_gene_filter	IR_total_annotated	NonIR_total_annotated	IR_event_region_overlap	NonIR_event_region_overlap	IR_event_region_occupancy_%	NonIR_event_region_occupancy_%	event_region_peak_event_count_IR	event_region_peak_event_count_NonIR	event_region_odds_ratio	event_region_fisher_p_value	IR_intron_only_overlap	NonIR_intron_only_overlap	IR_intron_only_occupancy_%	NonIR_intron_only_occupancy_%	intron_only_peak_event_count_IR	intron_only_peak_event_count_NonIR	intron_only_odds_ratio	intron_only_fisher_p_value	Source_File	metric	IR_occupancy_rate_corrected	NonIR_occupancy_rate_corrected	occupancy_ratio_corrected	log2_IR_vs_nonIR_occupancy_ratio	delta_occupancy_%	raw_occupancy_ratio	minus_log10_fisher_p
both	TF	TF ChIP-seq	HepG2	ZNF281	ZNF281	ENCSR403MJY	ENCFF964FPZ	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF281/ZNF281_HepG2_ENCSR403MJY_ENCFF964FPZ_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	41	635	8.167330677290837	7.377715812710585	52	967	1.1165456812475447	0.4841384460606149	14	91	2.788844621513944	1.0572789589868712	16	98	2.6847414880201765	0.0017851451892551	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.08250497017892644	0.07382667286245354	1.1175496196698642	0.1603388890930627	0.7896148645802512	1.1070270100699562	0.3150304281027651
both	TF	TF ChIP-seq	HepG2	ZNF384	ZNF384	ENCSR101FJU	ENCFF950VAR	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF384/ZNF384_HepG2_ENCSR101FJU_ENCFF950VAR_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	30	639	5.9760956175298805	7.424189613105611	41	850	0.7925519216996897	0.2525748090742052	7	64	1.394422310756972	0.7435808063204369	11	67	1.887657828282828	0.1126195496847701	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.06063618290258449	0.07429135687732343	0.816194311845891	-0.2930154385676538	-1.4480939955757304	0.8049492172156446	0.5976099666295446
both	TF	TF ChIP-seq	HepG2	ZNF468	ZNF468	ENCSR613YQN	ENCFF702UDA	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF468/ZNF468_HepG2_ENCSR613YQN_ENCFF702UDA_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	15	146	2.98804780876494	1.6962937144184966	18	226	1.7849708868948837	0.0517706062544454	6	33	1.195219123505976	0.3834088532589752	7	35	3.1429618768328447	0.0188263692712179	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.030815109343936383	0.017019052044609666	1.8106243087549787	0.8564872287157245	1.2917540943464432	1.7615155815095778	1.2859167492267856
both	TF	TF ChIP-seq	HepG2	ZNF619	ZNF619	ENCSR613RDS	ENCFF898ZHK	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF619/ZNF619_HepG2_ENCSR613RDS_ENCFF898ZHK_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	38	306	7.569721115537849	3.555245730219589	52	445	2.2216446923597024	3.337333149405312e-05	16	52	3.187250996015936	0.6041594051353549	21	64	5.416270971826528	5.823513356961427e-07	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.07654075546719682	0.035606412639405206	2.149634006726363	1.104091049755217	4.01447538531826	2.1291695961253025	4.4766004377184325
both	TF	TF ChIP-seq	HepG2	ZNF740	ZNF740	ENCSR755ZAY	ENCFF854KWX	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF740/ZNF740_HepG2_ENCSR755ZAY_ENCFF854KWX_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	36	340	7.171314741035857	3.9502730335773206	47	439	1.878389295632416	0.0010995294866731	8	62	1.593625498007968	0.7203439061229232	12	70	2.2319446258325715	0.056438596741613	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.07256461232604373	0.03955622676579926	1.8344674975112611	0.8753613436190429	3.2210417074585367	1.8153972345910478	2.9587931194385213
both	TF	TF ChIP-seq	HepG2	ZNF768	ZNF768	ENCSR181ABP	ENCFF079KQG	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF768/ZNF768_HepG2_ENCSR181ABP_ENCFF079KQG_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	65	838	12.94820717131474	9.73626118275822	84	1420	1.3789642987826525	0.0254881721923941	29	183	5.776892430278884	2.1261763680724988	33	212	2.8223061726683536	4.832042981532185e-06	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.13021868787276342	0.09740938661710037	1.336818682419496	0.418803800724201	3.2119459885565202	1.3298952162709543	1.5936613075365886
both	TF	TF ChIP-seq	HepG2	ZSCAN9	ZSCAN9	ENCSR712FAM	ENCFF673YDK	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZSCAN9/ZSCAN9_HepG2_ENCSR712FAM_ENCFF673YDK_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	35	556	6.97211155378486	6.459858254908796	45	852	1.085241014896862	0.6409231450502908	13	102	2.589641434262948	1.1850819100731962	14	112	2.216708769397329	0.0118947610010375	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.0705765407554672	0.06464916356877323	1.091685288091755	0.1265570149138196	0.5122532988760637	1.079297916248674	0.19319404486759884
both	TF	TF ChIP-seq	K562	ARID3B	ARID3B	ENCSR360UHC	ENCFF270TSN	/rhome/yzhan677/bigdata/ChIP-seq_K562/ARID3B/ARID3B_K562_ENCSR360UHC_ENCFF270TSN_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	28	40	1.058601134215501	0.6972285166463308	39	44	1.5238440962934658	0.0897052892899019	6	9	0.2268431001890359	0.1568764162454244	9	9	1.4470127573575848	0.5786733828918638	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.010770975056689343	0.007058208434994772	1.52602110803169	0.6097749177701046	0.3613726175691703	1.5182986767485824	1.0471819489102663
both	TF	TF ChIP-seq	K562	BCL6	BCL6	ENCSR802AHH	ENCFF941EDY	/rhome/yzhan677/bigdata/ChIP-seq_K562/BCL6/BCL6_K562_ENCSR802AHH_ENCFF941EDY_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	27	80	1.0207939508506616	1.3944570332926616	30	92	0.7292733002291826	0.1739020318516652	7	4	0.2646502835538752	0.069722851664633	9	4	3.803165276724792	0.0439517523508446	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.010393046107331822	0.014029278494248867	0.7408111622840993	-0.43282225809996977	-0.37366308244199997	0.7320368620037807	0.7596953437200525
both	TF	TF ChIP-seq	K562	E2F7	E2F7	ENCSR171CAY	ENCFF013EHI	/rhome/yzhan677/bigdata/ChIP-seq_K562/E2F7/E2F7_K562_ENCSR171CAY_ENCFF013EHI_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	29	67	1.0964083175803403	1.167857765382604	31	79	0.9381418595097905	0.8258525994203725	13	7	0.4914933837429111	0.1220149904131079	13	8	4.043095961788971	0.0026266595055631	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.011148904006046864	0.011763680724991286	0.9477394249881023	-0.07743764119900196	-0.07144944780226381	0.9388200773072257	0.08309745990823364
both	TF	TF ChIP-seq	K562	EGR1	EGR1	ENCSR024CNP	ENCFF175VSS	/rhome/yzhan677/bigdata/ChIP-seq_K562/EGR1/EGR1_K562_ENCSR024CNP_ENCFF175VSS_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	342	678	12.930056710775048	11.818023357155308	455	1014	1.1080698896014818	0.150553681314465	134	131	5.066162570888469	2.2834233920167333	148	140	2.283704372516652	6.631603370746041e-11	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.12944066515495087	0.11824677588009759	1.0946654924968433	0.13049007891902276	1.11203335361974	1.0940963915887383	0.8223086207223833
both	TF	TF ChIP-seq	K562	NR4A1	NR4A1	ENCSR692RET	ENCFF137TCL	/rhome/yzhan677/bigdata/ChIP-seq_K562/NR4A1/NR4A1_K562_ENCSR692RET_ENCFF137TCL_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	66	92	2.495274102079395	1.6036255882865609	82	142	1.5702496754724615	0.0071707868936173	20	13	0.7561436672967864	0.2265992679100575	23	14	3.3547252747252747	0.0005920974195353	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.02513227513227513	0.016120599512025095	1.559016159016159	0.6406358814748652	0.891648513792834	1.5560203830032053	2.144433183968969
both	TF	TF ChIP-seq	K562	SOX6	SOX6	ENCSR788RSW	ENCFF431STY	/rhome/yzhan677/bigdata/ChIP-seq_K562/SOX6/SOX6_K562_ENCSR788RSW_ENCFF431STY_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	309	751	11.682419659735348	13.090465400034862	472	1393	0.878209191397771	0.0714796766038133	124	114	4.688090737240076	1.987101272442043	151	126	2.4261188472967423	3.610523990001873e-11	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.11696900982615269	0.13096897873823632	0.8931046951197127	-0.16309878821211232	-1.4080457402995137	0.8924373047656683	1.1458174210446401
both	TF	TF ChIP-seq	K562	TCF3	TCF3	ENCSR970OJY	ENCFF773RNU	/rhome/yzhan677/bigdata/ChIP-seq_K562/TCF3/TCF3_K562_ENCSR970OJY_ENCFF773RNU_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	305	914	11.531190926275992	15.931671605368662	412	1518	0.687788718696815	7.633875484637336e-08	114	151	4.310018903591682	2.632037650339899	132	161	1.6662366784324705	6.944897101423953e-05	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.1154572940287226	0.15937608922969676	0.7244329722655115	-0.4650758834399993	-4.40048067909267	0.7237903976372577	7.1172549280620485
both	TF	TF ChIP-seq	K562	ZEB2	ZEB2	ENCSR004GKA	ENCFF242AOL	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZEB2/ZEB2_K562_ENCSR004GKA_ENCFF242AOL_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	235	579	8.88468809073724	10.092382778455638	347	1018	0.868667540974208	0.0878616336800758	95	106	3.5916824196597354	1.8476555691127767	116	117	1.9790788013318532	3.2652630581853794e-06	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.08900226757369614	0.10099337748344371	0.8812683543362699	-0.1823466949037011	-1.2076946877183978	0.8803360203205449	1.056200725818639
both	TF	TF ChIP-seq	K562	ZNF24	ZNF24	ENCSR695EQB	ENCFF260CBQ	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF24/ZNF24_K562_ENCSR695EQB_ENCFF260CBQ_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	241	568	9.111531190926277	9.900644936377898	330	987	0.912306513791568	0.2652685961242445	95	75	3.5916824196597354	1.3073034687118703	114	95	2.812496732026144	4.9174269879502325e-11	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09126984126984126	0.09907633321714883	0.9212072985160056	-0.11840225356648718	-0.7891137454516208	0.92029673313986	0.5763141610135968
both	TF	TF ChIP-seq	K562	ZNF281	ZNF281	ENCSR214EKV	ENCFF648ORA	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF281/ZNF281_K562_ENCSR214EKV_ENCFF648ORA_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	328	739	12.400756143667296	12.881296845040962	539	1421	0.9574136683441736	0.5491056306819996	134	135	5.066162570888469	2.3531462436813664	178	155	2.214457866867265	3.318425965054681e-10	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.12414965986394558	0.1288776577204601	0.9633140612566866	-0.053921870286750426	-0.4805407013736662	0.9626946954833461	0.2603441028912716
both	TF	TF ChIP-seq	K562	ZNF384	ZNF384	ENCSR000EFP	ENCFF106YXG	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF384/ZNF384_K562_ENCSR000EFP_ENCFF106YXG_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	169	538	6.389413988657846	9.37772354889315	228	775	0.6595893064121889	3.1690446791243856e-06	61	66	2.3062381852551983	1.1504270524664455	71	76	2.028397363730181	0.0001034032614346	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.06405895691609978	0.09384803067270826	0.6825817916148199	-0.5509261649178759	-2.9883095602353036	0.6813395548871759	5.499071637818096
both	TF	TF ChIP-seq	K562	ZNF436	ZNF436	ENCSR335SUD	ENCFF318ZUN	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF436/ZNF436_K562_ENCSR335SUD_ENCFF318ZUN_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	32	46	1.2098298676748582	0.8018127941432804	43	47	1.515100084859981	0.0857814282462809	16	8	0.6049149338374291	0.1394457033292661	18	8	4.358311144922023	0.0005342219029406	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.012282690854119425	0.008103868943882885	1.5156576370094037	0.5999439084104109	0.4080170735315778	1.5088682501849264	1.0666067271070319
both	TF	TF ChIP-seq	K562	ZNF444	ZNF444	ENCSR164RIC	ENCFF295XCB	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF444/ZNF444_K562_ENCSR164RIC_ENCFF295XCB_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	37	91	1.3988657844990549	1.5861948753704027	44	116	0.8802248365131801	0.5658297321716724	16	7	0.6049149338374291	0.1220149904131079	18	7	4.981796446231592	0.0003608297049966	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.01417233560090703	0.015946322760543745	0.8887525866448582	-0.17014624129817407	-0.18732909087134786	0.881900330293525	0.24731423577822406
both	TF	TF ChIP-seq	K562	ZNF740	ZNF740	ENCSR427XYP	ENCFF959SMC	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF740/ZNF740_K562_ENCSR427XYP_ENCFF959SMC_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	191	249	7.221172022684311	4.3402475161234095	253	376	1.7154322260517212	8.832362841359154e-08	91	46	3.440453686200378	0.8018127941432804	102	58	4.408098123999864	4.4253357718578076e-17	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.07237339380196522	0.04348204949459742	1.6644430205838736	0.7350394830776841	2.880924506560901	1.6637696343028068	7.053923098042947
negative_only	RBP	eCLIP	HepG2	MATR3	MATR3	ENCSR290VLT	ENCFF587KKM	/rhome/yzhan677/bigdata/eCLIP_HepG2/MATR3/MATR3_HepG2_ENCSR290VLT_ENCFF587KKM_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	13	301	2.589641434262948	3.4971534797258044	42	1127	0.7336010163803002	0.3154489660860322	2	4	0.398406374501992	0.0464738003950273	4	4	8.603	0.0392126863846054	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.0268389662027833	0.03502555762081784	0.7662680632622177	-0.38407891698551916	-0.9075120454628562	0.7404997948405713	0.5010708916971064
negative_only	RBP	eCLIP	HepG2	SRSF7	SRSF7	ENCSR513NDD	ENCFF317HGW	/rhome/yzhan677/bigdata/eCLIP_HepG2/SRSF7/SRSF7_HepG2_ENCSR513NDD_ENCFF317HGW_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	28	38	5.577689243027888	0.4415011037527593	29	55	13.320675105485233	1.3139097272061862e-18	8	2	1.593625498007968	0.0232369001975136	8	2	69.67611336032388	3.2894675751490884e-09	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.05666003976143141	0.004472583643122676	12.668301877049393	3.6631512462209375	5.136188139275129	12.633466135458168	17.88143447216055
negative_only	RBP	eCLIP	HepG2	CSDA	YBX3	ENCSR735HOK	ENCFF185OEI	/rhome/yzhan677/bigdata/eCLIP_HepG2/YBX3/YBX3_HepG2_ENCSR735HOK_ENCFF185OEI_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	4	159	0.796812749003984	1.8473335657023355	18	437	0.4267636584072137	0.1149942700112373	1	11	0.199203187250996	0.127802951086325	1	12	1.5597895118853202	0.4937214582201721	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.008946322067594433	0.018529275092936802	0.48282094268246323	-1.05043983957146	-1.0505208166983515	0.43133127865894905	0.939323799337685
negative_only	RBP	eCLIP	K562	MATR3	MATR3	ENCSR440SUX	ENCFF246EPM	/rhome/yzhan677/bigdata/eCLIP_K562/MATR3/MATR3_K562_ENCSR440SUX_ENCFF246EPM_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	142	219	5.368620037807183	3.8173261286386615	437	470	1.4294371867913755	0.0014277522946697	68	5	2.570888468809074	0.0871535645807913	209	7	30.25036864571207	1.1574246732272394e-28	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.053854875283446714	0.03825374695015685	1.4078326850861833	0.4934758860067335	1.5512939091685216	1.4063823359314982	2.845347133168733
negative_only	RBP	eCLIP	K562	SRSF7	SRSF7	ENCSR468FSW	ENCFF780OCY	/rhome/yzhan677/bigdata/eCLIP_K562/SRSF7/SRSF7_K562_ENCSR468FSW_ENCFF780OCY_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	45	59	1.7013232514177694	1.028412062053338	61	66	1.665645371577575	0.0141315576888594	20	5	0.7561436672967864	0.0871535645807913	30	5	8.73447619047619	8.237749831712942e-07	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.017195767195767195	0.010369466713140468	1.6583077675514648	0.7297117833807402	0.6729111893644315	1.6543205920989397	1.8498099642384538
negative_only	RBP	eCLIP	K562	CSDA	YBX3	ENCSR529FKI	ENCFF746XLE	/rhome/yzhan677/bigdata/eCLIP_K562/YBX3/YBX3_K562_ENCSR529FKI_ENCFF746XLE_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	263	1361	9.94328922495274	23.723200278891408	615	4370	0.3550039452148769	2.0645285178268573e-54	35	126	1.3232514177693762	2.196269827435942	71	151	0.5971690080885483	0.006079667696198	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09958427815570672	0.23727779714186129	0.4196948865644107	-1.252587208916594	-13.779911053938669	0.41913776843169626	53.68517911373416
negative_only	TF	TF ChIP-seq	GM12878	ATF2	ATF2	ENCSR961PPA	ENCFF210HTZ	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ATF2/ATF2_GM12878_ENCSR961PPA_ENCFF210HTZ_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	92	615	3.0717863105175294	8.942852988221608	99	867	0.3226849712520549	6.692721490621031e-29	41	105	1.3689482470784642	1.5268285589646649	42	110	0.8951607183157623	0.5872387388520515	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.030874499332443257	0.08948822332073277	0.34501187068813116	-1.5352820939001053	-5.8710666777040785	0.3434906415842122	28.17439724725156
negative_only	TF	TF ChIP-seq	GM12878	ATF7	ATF7	ENCSR014YCR	ENCFF277FJJ	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ATF7/ATF7_GM12878_ENCSR014YCR_ENCFF277FJJ_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	287	970	9.582637729549248	14.104987639959283	437	2216	0.6453992751526596	2.631613157677276e-10	138	206	4.607679465776294	2.995492220444961	169	253	1.56420102558526	9.835859951611184e-05	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09596128170894526	0.14110206455364932	0.6800841788708145	-0.5562147648138864	-4.5223499104100355	0.6793793780011359	9.57977795086113
negative_only	TF	TF ChIP-seq	GM12878	CREB1	CREB1	ENCSR000BUF	ENCFF053UZX	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/CREB1/CREB1_GM12878_ENCSR000BUF_ENCFF053UZX_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	240	692	8.013355592654424	10.062527264795696	325	1257	0.7786158639572821	0.0012761341251676	104	115	3.4724540901502503	1.6722408026755853	123	128	2.115254237288136	9.259036083483488e-08	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.08027369826435247	0.1006833381797034	0.7972888038443557	-0.32682568509846877	-2.049171672141272	0.7963561620041109	2.894103677684638
negative_only	TF	TF ChIP-seq	GM12878	CREM	CREM	ENCSR839XZU	ENCFF091YID	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/CREM/CREM_GM12878_ENCSR839XZU_ENCFF091YID_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	274	767	9.148580968280468	11.153119092627598	392	1432	0.802172680781617	0.0027463188723612	125	132	4.173622704507513	1.9194416169841504	142	147	2.2255437651779117	5.621039658192736e-10	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09162216288384513	0.11158767083454492	0.8210778323323606	-0.2844091091843033	-2.00453812434713	0.8202710732576896	2.5612490386699336
negative_only	TF	TF ChIP-seq	GM12878	FOXK2	FOXK2	ENCSR861JUQ	ENCFF990MTR	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/FOXK2/FOXK2_GM12878_ENCSR861JUQ_ENCFF990MTR_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	55	122	1.8363939899833053	1.7740293732732295	61	132	1.0358118657298985	0.8689708376656343	25	25	0.8347245409015025	0.3635306092773011	25	27	2.3070707070707077	0.0048416057685112	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.018524699599465955	0.017810410002907822	1.0401051742459333	0.05672941941557512	0.06236461671007576	1.0351542187799336	0.060994798066188606
negative_only	TF	TF ChIP-seq	GM12878	MAZ	MAZ	ENCSR903MVU	ENCFF618NGB	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/MAZ/MAZ_GM12878_ENCSR903MVU_ENCFF618NGB_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	199	369	6.64440734557596	5.365711792932966	327	779	1.255269820223238	0.014424435862677	111	79	3.706176961602671	1.1487567253162716	145	96	3.311934900542496	7.097963864091188e-16	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.06658878504672897	0.053722012212852575	1.2395065319388412	0.3097658741442345	1.2786955526429944	1.2383086535372865	1.8409011630261194
negative_only	TF	TF ChIP-seq	GM12878	NFIC	NFIC	ENCSR000BRN	ENCFF480WDX	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/NFIC/NFIC_GM12878_ENCSR000BRN_ENCFF480WDX_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	250	909	8.347245409015025	13.21797295332267	399	2001	0.5979468620814723	1.3062069426843476e-12	115	166	3.8397328881469113	2.4138432456012797	160	219	1.614300953815261	0.0001291733807574	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.08361148197596796	0.13223320732771154	0.632303213887529	-0.6613115423882382	-4.870727544307645	0.6315072241781774	11.883988012229306
negative_only	TF	TF ChIP-seq	GM12878	TBX21	TBX21	ENCSR739IHN	ENCFF971VHK	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/TBX21/TBX21_GM12878_ENCSR739IHN_ENCFF971VHK_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	322	1053	10.751252086811352	15.311909262759924	462	2593	0.6662694618798871	9.727486972696951e-10	169	209	5.6427378964941575	3.039115893558238	199	258	1.9079362176914976	2.208072079263016e-09	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.10764352469959947	0.15316952602500727	0.7027737663823874	-0.5088677564386499	-4.560657175948572	0.7021496733238525	9.011999342142273
negative_only	TF	TF ChIP-seq	HepG2	ATF2	ATF2	ENCSR908HWZ	ENCFF522LHU	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ATF2/ATF2_HepG2_ENCSR908HWZ_ENCFF522LHU_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	47	646	9.362549800796812	7.505518763796909	58	1082	1.2729799612152553	0.1401584646447944	19	108	3.784860557768925	1.2547926106657372	23	122	3.095640671727628	6.190353247892388e-05	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09443339960238568	0.07510455390334572	1.2573591705759257	0.3303968212717906	1.8570310369999028	1.2474220764002812	0.8533806685956986
negative_only	TF	TF ChIP-seq	HepG2	ATF4	ATF4	ENCSR803PAI	ENCFF885VKD	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ATF4/ATF4_HepG2_ENCSR803PAI_ENCFF885VKD_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	13	180	2.589641434262948	2.0913210177762287	14	233	1.244614860259032	0.4243934447976872	9	27	1.7928286852589643	0.3136981526664343	9	31	5.801217038539554	0.0001078181828566	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.0268389662027833	0.020968866171003717	1.2799436070557266	0.3560802480273947	0.49832041648671943	1.2382802124833996	0.3722313328531161
negative_only	TF	TF ChIP-seq	HepG2	ATF6	ATF6	ENCSR769CWW	ENCFF660KDQ	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ATF6/ATF6_HepG2_ENCSR769CWW_ENCFF660KDQ_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	17	142	3.386454183266932	1.6498199140234693	21	196	2.0895164803252504	0.007701123319675	11	17	2.1912350597609564	0.197513651678866	11	23	11.32023481490356	1.1653338882763023e-07	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.03479125248508946	0.016554368029739776	2.10163579923965	1.0715126806439597	1.7366342692434626	2.052620503899893	2.113445922106161
negative_only	TF	TF ChIP-seq	HepG2	ATF7	ATF7	ENCSR516DDO	ENCFF894YFW	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ATF7/ATF7_HepG2_ENCSR516DDO_ENCFF894YFW_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	28	331	5.577689243027888	3.845706982688509	33	507	1.4769717133861078	0.0584764490879098	10	50	1.99203187250996	0.5809225049378414	11	59	3.4784552845528456	0.0014750059892717	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.05666003976143141	0.03851068773234201	1.4712809118141827	0.5570727268032509	1.7319822603393789	1.4503677134362851	1.2330190072599754
